timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-21T15:07:04,tornado_before_codecarbon,3055b453-6b26-4107-99b7-d0501bd595b6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,17.501747631999933,1.3870136913427232e-05,7.925001094214889e-07,6.402864204400001,21.12811354485863,10.0,1.681939403317314e-05,9.795007835999847e-05,2.6261732241668295e-05,0.00014103120463483987,0.0,Brazil,BRA,ceará,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.8,16,13th Gen Intel(R) Core(TM) i7-13620H,1,1 x NVIDIA GeForce RTX 4050 Laptop GPU,-39.0159,-4.9702,11.55291748046875,machine,0.0,6.933333333333334,21.866666666666667,2.5274454752604165,N,1.0,0.0
