timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-30T01:48:34,tornado_after_codecarbon,4631a447-f01c-454b-8dc5-93238032f9d0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,58.42394934990443,7.539184675160457e-05,1.290427086674309e-06,6.401531106694736,39.499999606656104,10.0,5.297357804472415e-05,0.0006308846713739547,8.272415949258073e-05,0.0007665824089112597,0.0,Brazil,BRA,ceará,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.8,16,13th Gen Intel(R) Core(TM) i7-13620H,1,1 x NVIDIA GeForce RTX 4050 Laptop GPU,-39.0159,-4.9702,11.55291748046875,machine,3.5714285714285716,3.6964285714285716,48.239285714285714,5.573601518358503,N,1.0,0.0
